RUN_DT,STN_CD,STN_CD_NM, ABRD_PRNB , GOFF_PRNB 
20200222,3900637,덕하, 59 , 58 
20200222,3900639,태화강, 944 ," 1,062 "
20200222,3900641,호계, 402 , 468 
20200222,3900645,불국사, 72 , 59 
20200222,3900647,경주, 495 , 446 
20200222,3900651,안강, 11 , 11 
20200222,3900672,하양, 215 , 127 
20200222,3900682,한림정, 9 , 17 
20200222,3900683,진영, 236 , 255 
20200222,3900685,창원, 318 , 351 
20200222,3900686,마산, 585 , 585 
20200222,3900687,중리, 24 , 37 
20200222,3900689,함안, 21 , 38 
20200222,3900690,군북, 33 , 29 
20200222,3900694,반성, 19 , 15 
20200222,3900699,진주, 329 , 348 
20200222,3900701,완사, 6 , 5 
20200222,3900703,북천, 2 , 8 
20200222,3900705,횡천, 5 , 13 
20200222,3900706,하동, 38 , 48 
20200222,3900707,진상, 8 , 15 
20200222,3900710,광양, 10 , 20 
20200222,3900714,벌교, 14 , 10 
20200222,3900715,조성, 7 , 7 
20200222,3900716,예당, 6 , 6 
20200222,3900717,득량, 11 , 14 
20200222,3900718,보성, 71 , 74 
20200222,3900720,명봉, 2 , 3 
20200222,3900722,이양, 3 , 8 
20200222,3900725,능주, 5 , 2 
20200222,3900727,화순, 11 , 16 
20200222,3900730,효천, 17 , 10 
20200222,3900731,서광주, 8 , 12 
20200222,3900883,광명," 7,058 "," 7,007 "
20200222,3900884,천안아산," 4,791 "," 4,690 "
20200222,3900894,김천구미, 805 , 839 
20200222,3900895,신경주, 600 , 629 
20200222,3900896,울산," 2,471 "," 2,443 "
20200222,3900898,상봉, 434 , 356 
20200222,3900901,진례, 8 , 4 
20200222,3900902,창원중앙," 1,218 "," 1,177 "
20200222,3900927,인천공항T1, 138 , 211 
20200222,3901026,공주, 121 , 123 
20200222,3901040,포항," 1,219 "," 1,230 "
20200222,3901057,횡성, 164 , 182 
20200222,3901058,둔내, 103 , 161 
20200222,3901059,평창, 204 , 276 
20200222,3901060,진부, 360 , 516 
20200222,3901063,인천공항T2, 62 , 84 
20200222,3901065,월포, 2 , 7 
20200222,3901066,장사, 2 , 8 
20200222,3901067,강구, 13 , 12 
20200222,3901068,영덕, 45 , 48 
20200223,3900023,서울," 19,300 "," 21,628 "
20200223,3900025,용산," 12,010 "," 13,586 "
20200223,3900030,영등포," 6,802 "," 7,510 "
20200223,3900039,안양, 256 , 189 
20200223,3900047,수원," 8,205 "," 9,091 "
20200223,3900052,오산, 89 , 136 
20200223,3900055,서정리, 29 , 25 
20200223,3900057,평택," 3,524 "," 4,636 "
20200223,3900058,성환, 9 , 25 
20200223,3900061,천안," 3,745 "," 3,957 "
20200223,3900063,전의, 72 , 96 
20200223,3900066,조치원," 2,015 "," 2,295 "
20200223,3900068,부강, 60 , 103 
20200223,3900070,신탄진, 943 ," 1,233 "
20200223,3900073,대전," 8,140 "," 8,082 "
20200223,3900075,옥천, 284 , 230 
20200223,3900076,이원, 23 , 15 
20200223,3900077,지탄, - , 1 
20200223,3900078,심천, 8 , 7 
20200223,3900079,각계, - , 1 
20200223,3900080,영동, 536 , 473 
20200223,3900081,황간, 41 , 27 
20200223,3900082,추풍령, 19 , 9 
20200223,3900085,김천, 597 , 617 
20200223,3900088,구미," 1,543 "," 1,603 "
20200223,3900089,사곡, 7 , 22 
20200223,3900090,약목, 22 , 23 
20200223,3900091,왜관, 452 , 486 
20200223,3900093,신동, - , 2 
20200223,3900095,대구, 981 ," 1,051 "
20200223,3900096,동대구," 4,131 "," 4,836 "
20200223,3900099,경산, 624 , 657 
20200223,3900101,남성현, 3 , - 
20200223,3900102,청도, 174 , 196 
20200223,3900104,상동, 27 , 17 
20200223,3900105,밀양," 1,023 ", 949 
20200223,3900107,삼랑진, 136 , 146 
20200223,3900108,원동, 194 , 190 
20200223,3900109,물금, 346 , 337 
20200223,3900110,화명, 69 , 49 
20200223,3900111,구포," 1,876 "," 1,434 "
20200223,3900112,사상, 51 , 49 
20200223,3900114,부산," 10,719 "," 6,758 "
20200223,3900122,덕소, 19 , 30 
20200223,3900130,양평, 705 , 569 
20200223,3900132,용문, 204 , 139 
20200223,3900133,지평, 20 , 18 
20200223,3900134,석불, 1 , - 
20200223,3900135,일신, 12 , 8 
20200223,3900136,매곡, 5 , 6 
20200223,3900137,양동, 79 , 76 
20200223,3900138,삼산, 3 , 1 
20200223,3900140,동화, 25 , 23 
20200223,3900141,만종, 641 , 522 
20200223,3900142,원주, 894 , 847 
20200223,3900144,반곡, 22 , 62 
20200223,3900148,신림, 14 , 13 
20200223,3900153,제천, 980 , 869 
20200223,3900157,단양, 113 , 99 
20200223,3900160,희방사, 10 , 2 
20200223,3900161,풍기, 64 , 44 
20200223,3900164,영주, 212 , 161 
20200223,3900172,안동, 167 , 131 
20200223,3900177,의성, 22 , 27 
20200223,3900179,탑리, 8 , 1 
20200223,3900181,화본, 1 , - 
20200223,3900184,신녕, 1 , - 
20200223,3900186,북영천, 1 , 4 
20200223,3900187,영천, 148 , 211 
20200223,3900191,건천, 2 , 1 
20200223,3900194,서경주, 33 , 30 
20200223,3900195,서대전," 3,379 "," 2,683 "
20200223,3900199,계룡, 323 , 382 
20200223,3900202,연산, 8 , 3 
20200223,3900204,논산, 896 , 898 
20200223,3900206,강경, 169 , 122 
20200223,3900208,함열, 82 , 74 
20200223,3900211,익산," 3,759 "," 3,636 "
20200223,3900214,김제, 292 , 294 
20200223,3900216,신태인, 81 , 79 
20200223,3900218,정읍, 866 , 754 
20200223,3900221,백양사, 37 , 24 
20200223,3900224,장성, 206 , 174 
20200223,3900229,광주송정," 4,152 "," 3,774 "
20200223,3900231,나주, 553 , 952 
20200223,3900233,다시, 4 , 2 
20200223,3900235,함평, 66 , 64 
20200223,3900236,무안, 13 , 7 
20200223,3900237,몽탄, 15 , 8 
20200223,3900239,일로, 42 , 34 
20200223,3900240,임성리, 6 , 1 
20200223,3900242,목포," 1,612 "," 1,375 "
20200223,3900245,삼례, 84 , 95 
20200223,3900248,전주," 2,516 "," 2,046 "
20200223,3900253,임실, 42 , 54 
20200223,3900256,오수, 70 , 42 
20200223,3900259,남원, 558 , 452 
20200223,3900263,곡성, 146 , 128 
20200223,3900265,구례구, 203 , 128 
20200223,3900271,순천," 2,576 "," 2,038 "
20200223,3900276,여천, 724 , 939 
20200223,3900279,여수엑스포," 2,256 "," 1,128 "
20200223,3900280,오송," 2,754 "," 3,561 "
20200223,3900281,청주, 135 , 163 
20200223,3900282,오근장, 167 , 183 
20200223,3900283,청주공항, 44 , 60 
20200223,3900285,증평, 111 , 133 
20200223,3900288,음성, 70 , 109 
20200223,3900290,주덕, 54 , 72 
20200223,3900292,충주, 331 , 341 
20200223,3900295,삼탄, 3 , 1 
20200223,3900320,아산, 607 , 570 
20200223,3900322,온양온천, 545 , 506 
20200223,3900323,신창, 13 , 17 
20200223,3900324,도고온천, 40 , 19 
20200223,3900327,신례원, 102 , 87 
20200223,3900328,예산, 494 , 467 
20200223,3900330,삽교, 203 , 205 
20200223,3900332,홍성, 775 , 718 
20200223,3900334,광천, 219 , 186 
20200223,3900336,청소, 21 , 14 
20200223,3900338,대천," 1,002 ", 722 
20200223,3900341,웅천, 91 , 94 
20200223,3900343,판교, 33 , 21 
20200223,3900345,서천, 172 , 182 
20200223,3900346,장항, 77 , 70 
20200223,3900348,군산, 336 , 313 
20200223,3900351,대야, 3 , 2 
20200223,3900361,행신," 1,133 "," 1,255 "
20200223,3900385,옥수, 12 , 23 
20200223,3900387,왕십리, 79 , 158 
20200223,3900388,청량리," 4,328 "," 5,539 "
20200223,3900426,평내호평, 546 , 487 
20200223,3900427,마석, 1 , 1 
20200223,3900429,청평, 303 , 171 
20200223,3900431,가평, 686 , 586 
20200223,3900433,백양리, 19 , 16 
20200223,3900434,강촌, 112 , 96 
20200223,3900436,남춘천," 1,813 "," 1,315 "
20200223,3900437,춘천," 1,067 ", 885 
20200223,3900507,옥산, 7 , 3 
20200223,3900508,청리, 1 , 2 
20200223,3900509,상주, 18 , 29 
20200223,3900512,함창, 2 , - 
20200223,3900513,점촌, 26 , 22 
20200223,3900515,용궁, 1 , - 
20200223,3900516,개포, 1 , - 
20200223,3900519,예천, 7 , 9 
20200223,3900538,극락강, 12 , 17 
20200223,3900539,광주, 426 , 358 
20200223,3900552,봉화, 8 , 7 
20200223,3900556,춘양, 6 , 6 
20200223,3900559,현동, 2 , 2 
20200223,3900560,분천, 63 , 113 
20200223,3900561,양원, 1 , - 
20200223,3900562,승부, 63 , 2 
20200223,3900563,석포, 7 , 6 
20200223,3900565,철암, 54 , 73 
20200223,3900567,동백산, 16 , 15 
20200223,3900572,도계, 44 , 65 
20200223,3900576,신기, 1 , - 
20200223,3900580,동해, 103 , 92 
20200223,3900581,묵호, 82 , 57 
20200223,3900585,정동진, 161 , 88 
20200223,3900587,강릉," 3,846 "," 2,546 "
20200223,3900601,쌍룡, 2 , 1 
20200223,3900604,영월, 103 , 86 
20200223,3900608,예미, 46 , 26 
20200223,3900611,민둥산, 26 , 29 
20200223,3900612,사북, 221 , 86 
20200223,3900613,고한, 111 , 80 
20200223,3900615,태백, 161 , 176 
20200223,3900621,부전, 851 , 752 
20200223,3900627,센텀, 92 , 89 
20200223,3900629,신해운대, 188 , 128 
20200223,3900631,기장, 158 , 152 
20200223,3900633,좌천, 61 , 72 
20200223,3900636,남창, 191 , 184 
20200223,3900637,덕하, 32 , 53 
20200223,3900639,태화강, 659 , 710 
20200223,3900641,호계, 292 , 320 
20200223,3900645,불국사, 41 , 40 
20200223,3900647,경주, 287 , 248 
20200223,3900651,안강, 6 , 7 
20200223,3900672,하양, 146 , 172 
20200223,3900682,한림정, 4 , 7 
20200223,3900683,진영, 325 , 255 
20200223,3900685,창원, 324 , 307 
20200223,3900686,마산, 604 , 507 
20200223,3900687,중리, 26 , 32 
20200223,3900689,함안, 20 , 16 
20200223,3900690,군북, 19 , 24 
20200223,3900694,반성, 14 , 8 
20200223,3900699,진주, 347 , 290 
20200223,3900701,완사, 5 , 3 
20200223,3900703,북천, 3 , 4 
20200223,3900705,횡천, 21 , 13 
20200223,3900706,하동, 45 , 33 
20200223,3900707,진상, 8 , 6 
20200223,3900710,광양, 17 , 30 
20200223,3900714,벌교, 10 , 11 
20200223,3900715,조성, 3 , 4 
20200223,3900716,예당, 2 , 2 
20200223,3900717,득량, 11 , 6 
20200223,3900718,보성, 47 , 51 
20200223,3900720,명봉, 2 , - 
20200223,3900722,이양, 6 , 7 
20200223,3900725,능주, 2 , 1 
20200223,3900727,화순, 14 , 16 
20200223,3900730,효천, 11 , 18 
20200223,3900731,서광주, 9 , 10 
20200223,3900883,광명," 6,365 "," 6,691 "
20200223,3900884,천안아산," 3,511 "," 4,234 "
20200223,3900894,김천구미, 739 , 869 
20200223,3900895,신경주, 641 , 547 
20200223,3900896,울산," 2,388 "," 2,718 "
20200223,3900898,상봉, 336 , 499 
20200223,3900901,진례, 1 , 12 
20200223,3900902,창원중앙," 1,344 "," 1,349 "
20200223,3900927,인천공항T1, 132 , 221 
20200223,3901026,공주, 144 , 125 
20200223,3901040,포항," 1,171 "," 1,160 "
20200223,3901057,횡성, 192 , 152 
20200223,3901058,둔내, 133 , 66 
20200223,3901059,평창, 220 , 123 
20200223,3901060,진부, 432 , 210 
20200223,3901063,인천공항T2, 56 , 109 
20200223,3901065,월포, 8 , 3 
20200223,3901066,장사, - , 2 
20200223,3901067,강구, 19 , 6 
20200223,3901068,영덕, 34 , 36 
20200224,3900023,서울," 21,159 "," 21,775 "
20200224,3900025,용산," 11,144 "," 10,423 "
20200224,3900030,영등포," 7,188 "," 6,649 "
20200224,3900039,안양, 602 , 465 
20200224,3900047,수원," 8,963 "," 9,426 "
20200224,3900052,오산, 274 , 302 
20200224,3900055,서정리, 73 , 99 
20200224,3900057,평택," 3,848 "," 4,049 "
20200224,3900058,성환, 55 , 119 
20200224,3900061,천안," 3,552 "," 3,767 "
20200224,3900063,전의, 53 , 69 
20200224,3900066,조치원," 2,075 "," 2,279 "
20200224,3900068,부강, 72 , 86 
20200224,3900070,신탄진, 998 ," 1,096 "
20200224,3900073,대전," 8,472 "," 8,473 "
20200224,3900075,옥천, 289 , 283 
20200224,3900076,이원, 42 , 31 
20200224,3900077,지탄, 4 , 3 
20200224,3900078,심천, 17 , 11 
20200224,3900079,각계, 2 , - 
20200224,3900080,영동, 736 , 770 
20200224,3900081,황간, 35 , 31 
20200224,3900082,추풍령, 15 , 14 
20200224,3900085,김천, 800 , 801 
20200224,3900088,구미," 1,824 "," 1,892 "
20200224,3900089,사곡, 17 , 13 
20200224,3900090,약목, 60 , 60 
20200224,3900091,왜관, 809 , 834 
20200224,3900093,신동, 2 , 1 
20200224,3900095,대구," 1,795 "," 1,790 "
20200224,3900096,동대구," 4,968 "," 4,755 "
20200224,3900099,경산, 914 , 881 
20200224,3900101,남성현, 4 , 1 
20200224,3900102,청도, 403 , 411 
20200224,3900104,상동, 46 , 43 
20200224,3900105,밀양," 1,270 "," 1,336 "
20200224,3900107,삼랑진, 265 , 252 
20200224,3900108,원동, 58 , 51 
20200224,3900109,물금, 531 , 509 
20200224,3900110,화명, 111 , 94 
20200224,3900111,구포," 1,498 "," 1,330 "
20200224,3900112,사상, 63 , 50 
20200224,3900114,부산," 6,657 "," 5,813 "
20200224,3900122,덕소, 39 , 38 
20200224,3900130,양평, 871 , 864 
20200224,3900132,용문, 207 , 209 
20200224,3900133,지평, 44 , 40 
20200224,3900134,석불, 3 , 2 
20200224,3900135,일신, 6 , 7 
20200224,3900136,매곡, 14 , 9 
20200224,3900137,양동, 129 , 110 
20200224,3900138,삼산, 4 , 3 
20200224,3900140,동화, 12 , 13 
20200224,3900141,만종, 741 , 648 
20200224,3900142,원주, 773 , 771 
20200224,3900144,반곡, 48 , 78 
20200224,3900148,신림, 14 , 5 
20200224,3900153,제천, 762 , 746 
20200224,3900157,단양, 60 , 61 
20200224,3900160,희방사, - , 3 
20200224,3900161,풍기, 88 , 77 
20200224,3900164,영주, 181 , 196 
20200224,3900172,안동, 162 , 134 
20200224,3900177,의성, 32 , 26 
20200224,3900179,탑리, 4 , 3 
20200224,3900181,화본, - , 1 
20200224,3900184,신녕, 4 , 1 
20200224,3900186,북영천, 1 , 3 
20200224,3900187,영천, 291 , 306 
20200224,3900191,건천, 3 , 4 
20200224,3900194,서경주, 84 , 83 
20200224,3900195,서대전," 2,515 "," 2,378 "
20200224,3900199,계룡, 309 , 310 
20200224,3900202,연산, 10 , 7 
20200224,3900204,논산, 902 , 903 
20200224,3900206,강경, 163 , 178 
20200224,3900208,함열, 59 , 52 
20200224,3900211,익산," 3,126 "," 3,318 "
20200224,3900214,김제, 264 , 260 
20200224,3900216,신태인, 68 , 75 
20200224,3900218,정읍, 643 , 692 
20200224,3900221,백양사, 34 , 26 
20200224,3900224,장성, 145 , 133 
20200224,3900229,광주송정," 3,378 "," 3,403 "
20200224,3900231,나주, 521 , 834 
20200224,3900233,다시, 5 , 8 
20200224,3900235,함평, 54 , 48 
20200224,3900236,무안, 4 , 5 
20200224,3900237,몽탄, 14 , 17 
20200224,3900239,일로, 44 , 24 
20200224,3900240,임성리, 10 , 7 
20200224,3900242,목포," 1,283 "," 1,374 "
20200224,3900245,삼례, 108 , 78 
20200224,3900248,전주," 1,853 "," 1,721 "
20200224,3900253,임실, 45 , 65 
20200224,3900256,오수, 64 , 63 
20200224,3900259,남원, 522 , 568 
20200224,3900263,곡성, 175 , 169 
20200224,3900265,구례구, 102 , 92 
20200224,3900271,순천," 1,554 "," 1,624 "
20200224,3900276,여천, 548 , 572 
20200224,3900279,여수엑스포," 1,043 ", 887 
20200224,3900280,오송," 5,002 "," 5,392 "
20200224,3900281,청주, 146 , 170 
20200224,3900282,오근장, 212 , 218 
20200224,3900283,청주공항, 42 , 81 
20200224,3900285,증평, 151 , 151 
20200224,3900288,음성, 95 , 103 
20200224,3900290,주덕, 71 , 96 
20200224,3900292,충주, 401 , 419 
20200224,3900295,삼탄, 2 , 2 
20200224,3900320,아산, 587 , 569 
20200224,3900322,온양온천, 488 , 513 
20200224,3900323,신창, 17 , 35 
20200224,3900324,도고온천, 27 , 29 
20200224,3900327,신례원, 89 , 99 
20200224,3900328,예산, 501 , 546 
20200224,3900330,삽교, 187 , 207 
20200224,3900332,홍성, 684 , 697 
20200224,3900334,광천, 172 , 208 
20200224,3900336,청소, 4 , 10 
20200224,3900338,대천, 665 , 716 
20200224,3900341,웅천, 88 , 88 
20200224,3900343,판교, 12 , 15 
20200224,3900345,서천, 169 , 163 
20200224,3900346,장항, 63 , 64 
20200224,3900348,군산, 200 , 185 
20200224,3900351,대야, 7 , 5 
20200224,3900361,행신," 1,060 ", 798 
20200224,3900385,옥수, 22 , 15 
20200224,3900387,왕십리, 498 , 673 
20200224,3900388,청량리," 4,277 "," 4,495 "
20200224,3900423,퇴계원, 132 , 115 
20200224,3900424,사릉, 144 , 86 
20200224,3900426,평내호평," 1,384 "," 1,165 "
20200224,3900427,마석, 177 , 128 
20200224,3900429,청평, 72 , 73 
20200224,3900431,가평, 488 , 562 
20200224,3900433,백양리, 2 , 11 
20200224,3900434,강촌, 15 , 9 
20200224,3900436,남춘천," 1,341 "," 1,250 "
20200224,3900437,춘천, 878 , 917 
20200224,3900507,옥산, 9 , 7 
20200224,3900508,청리, 3 , 3 
20200224,3900509,상주, 24 , 20 
20200224,3900512,함창, 5 , 3 
20200224,3900513,점촌, 25 , 21 
20200224,3900515,용궁, 7 , 4 
20200224,3900516,개포, 2 , 3 
20200224,3900519,예천, 8 , 12 
20200224,3900538,극락강, 31 , 42 
20200224,3900539,광주, 325 , 286 
20200224,3900552,봉화, 3 , 5 
20200224,3900556,춘양, 7 , 3 
20200224,3900560,분천, 3 , 7 
20200224,3900561,양원, 7 , - 
20200224,3900562,승부, - , 3 
20200224,3900563,석포, 6 , 6 
20200224,3900565,철암, 7 , 7 
20200224,3900567,동백산, 14 , 17 
20200224,3900572,도계, 56 , 62 
20200224,3900576,신기, 5 , 2 
20200224,3900580,동해, 82 , 73 
20200224,3900581,묵호, 58 , 54 
20200224,3900585,정동진, 52 , 54 
20200224,3900587,강릉," 1,896 "," 1,693 "
20200224,3900601,쌍룡, 2 , - 
20200224,3900604,영월, 93 , 86 
20200224,3900608,예미, 19 , 26 
20200224,3900611,민둥산, 23 , 36 
20200224,3900612,사북, 117 , 89 
20200224,3900613,고한, 77 , 44 
20200224,3900615,태백, 155 , 167 
20200224,3900621,부전, 559 , 535 
20200224,3900627,센텀, 180 , 158 
20200224,3900629,신해운대, 195 , 203 
20200224,3900631,기장, 144 , 144 
20200224,3900633,좌천, 90 , 70 
20200224,3900636,남창, 185 , 188 
20200224,3900637,덕하, 75 , 70 
20200224,3900639,태화강, 694 , 744 
20200224,3900641,호계, 255 , 274 
20200224,3900645,불국사, 42 , 43 
20200224,3900647,경주, 304 , 285 
20200224,3900651,안강, 10 , 10 
20200224,3900672,하양, 179 , 153 
20200224,3900682,한림정, 8 , 10 
20200224,3900683,진영, 192 , 231 
20200224,3900685,창원, 280 , 234 
20200224,3900686,마산, 532 , 499 
20200224,3900687,중리, 51 , 39 
20200224,3900689,함안, 22 , 21 
20200224,3900690,군북, 34 , 37 
20200224,3900694,반성, 9 , 10 
20200224,3900699,진주, 370 , 457 
20200224,3900701,완사, 2 , 9 
20200224,3900703,북천, 6 , 2 
20200224,3900705,횡천, 5 , 5 
20200224,3900706,하동, 36 , 40 
20200224,3900707,진상, 8 , 7 
20200224,3900710,광양, 13 , 15 
20200224,3900714,벌교, 17 , 16 
20200224,3900715,조성, 11 , 15 
20200224,3900716,예당, 13 , 7 
20200224,3900717,득량, 16 , 5 
20200224,3900718,보성, 47 , 61 
20200224,3900722,이양, 1 , 1 
20200224,3900725,능주, - , 8 
20200224,3900727,화순, 22 , 22 
20200224,3900730,효천, 24 , 16 
20200224,3900731,서광주, 15 , 16 
20200224,3900883,광명," 6,780 "," 6,126 "
20200224,3900884,천안아산," 5,051 "," 5,243 "
20200224,3900894,김천구미, 962 ," 1,154 "
20200224,3900895,신경주, 413 , 436 
20200224,3900896,울산," 1,923 "," 2,183 "
20200224,3900898,상봉, 255 , 279 
20200224,3900901,진례, 3 , 4 
20200224,3900902,창원중앙," 1,009 "," 1,147 "
20200224,3900927,인천공항T1, 102 , 180 
20200224,3901026,공주, 92 , 112 
20200224,3901040,포항, 994 , 975 
20200224,3901057,횡성, 144 , 110 
20200224,3901058,둔내, 76 , 62 
20200224,3901059,평창, 137 , 142 
20200224,3901060,진부, 192 , 169 
20200224,3901063,인천공항T2, 52 , 55 
20200224,3901065,월포, 1 , 1 
20200224,3901066,장사, 1 , 5 
20200224,3901067,강구, 3 , 4 
20200224,3901068,영덕, 57 , 62 
20200225,0000924,송도교, - , 2 
20200225,3900023,서울," 15,840 "," 16,708 "
20200225,3900025,용산," 8,326 "," 8,235 "
20200225,3900030,영등포," 5,768 "," 5,596 "
20200225,3900039,안양, 475 , 393 
20200225,3900047,수원," 7,703 "," 8,008 "
20200225,3900052,오산, 243 , 229 
20200225,3900055,서정리, 60 , 69 
20200225,3900057,평택," 3,304 "," 3,412 "
20200225,3900058,성환, 58 , 73 
20200225,3900061,천안," 2,926 "," 2,828 "
20200225,3900063,전의, 53 , 48 
20200225,3900066,조치원," 1,626 "," 1,699 "
20200225,3900068,부강, 59 , 56 
20200225,3900070,신탄진, 757 , 702 
20200225,3900073,대전," 6,264 "," 6,376 "
20200225,3900075,옥천, 252 , 241 
20200225,3900076,이원, 40 , 27 
20200225,3900077,지탄, 3 , 2 
20200225,3900078,심천, 12 , 11 
20200225,3900080,영동, 543 , 603 
20200225,3900081,황간, 28 , 29 
20200225,3900082,추풍령, 12 , 20 
20200225,3900085,김천, 607 , 632 
20200225,3900088,구미," 1,518 "," 1,510 "
20200225,3900089,사곡, 10 , 9 
20200225,3900090,약목, 50 , 55 
20200225,3900091,왜관, 692 , 694 
20200225,3900093,신동, 4 , 1 
20200225,3900095,대구," 1,524 "," 1,576 "
20200225,3900096,동대구," 3,725 "," 3,454 "
20200225,3900099,경산, 758 , 699 
20200225,3900101,남성현, 5 , 3 
20200225,3900102,청도, 380 , 389 
20200225,3900104,상동, 49 , 37 
20200225,3900105,밀양," 1,079 "," 1,131 "
20200225,3900107,삼랑진, 201 , 194 
20200225,3900108,원동, 40 , 37 
20200225,3900109,물금, 444 , 427 
20200225,3900110,화명, 85 , 97 
20200225,3900111,구포," 1,096 "," 1,047 "
20200225,3900112,사상, 43 , 54 
20200225,3900114,부산," 4,402 "," 4,017 "
20200225,3900122,덕소, 28 , 29 
20200225,3900130,양평, 709 , 724 
20200225,3900132,용문, 161 , 160 
20200225,3900133,지평, 37 , 40 
20200225,3900134,석불, 4 , 1 
20200225,3900135,일신, 4 , 5 
20200225,3900136,매곡, 9 , 6 
20200225,3900137,양동, 82 , 84 
20200225,3900138,삼산, 2 , 2 
20200225,3900140,동화, 12 , 7 
20200225,3900141,만종, 541 , 531 
20200225,3900142,원주, 543 , 557 
20200225,3900144,반곡, 51 , 49 
20200225,3900148,신림, 5 , 6 
20200225,3900153,제천, 505 , 568 
20200225,3900157,단양, 57 , 43 
20200225,3900161,풍기, 46 , 55 
20200225,3900164,영주, 126 , 148 
20200225,3900172,안동, 125 , 108 
20200225,3900177,의성, 33 , 24 
20200225,3900179,탑리, 8 , 5 
20200225,3900181,화본, - , 1 
20200225,3900184,신녕, - , 2 
20200225,3900186,북영천, 2 , 1 
20200225,3900187,영천, 257 , 260 
20200225,3900191,건천, 3 , 3 
20200225,3900194,서경주, 84 , 81 
20200225,3900195,서대전," 1,889 "," 1,807 "
20200225,3900199,계룡, 231 , 266 
20200225,3900202,연산, 4 , 11 
20200225,3900204,논산, 561 , 619 
20200225,3900206,강경, 174 , 161 
20200225,3900208,함열, 30 , 35 
20200225,3900211,익산," 2,540 "," 2,519 "
20200225,3900214,김제, 181 , 201 
20200225,3900216,신태인, 66 , 52 
20200225,3900218,정읍, 564 , 597 
20200225,3900221,백양사, 23 , 28 
20200225,3900224,장성, 128 , 137 
20200225,3900229,광주송정," 2,517 "," 2,588 "
20200225,3900231,나주, 475 , 542 
20200225,3900233,다시, 3 , 5 
20200225,3900235,함평, 36 , 30 
20200225,3900236,무안, 2 , 6 
20200225,3900237,몽탄, 8 , 9 
20200225,3900239,일로, 21 , 19 
20200225,3900240,임성리, 7 , 7 
20200225,3900242,목포," 1,065 "," 1,060 "
20200225,3900245,삼례, 66 , 69 
20200225,3900248,전주," 1,398 "," 1,483 "
20200225,3900253,임실, 55 , 44 
20200225,3900256,오수, 60 , 43 
20200225,3900259,남원, 428 , 468 
20200225,3900263,곡성, 128 , 131 
20200225,3900265,구례구, 89 , 86 
20200225,3900271,순천," 1,259 "," 1,332 "
20200225,3900276,여천, 412 , 431 
20200225,3900279,여수엑스포, 801 , 634 
20200225,3900280,오송," 4,104 "," 4,058 "
20200225,3900281,청주, 157 , 143 
20200225,3900282,오근장, 163 , 154 
20200225,3900283,청주공항, 45 , 54 
20200225,3900285,증평, 116 , 135 
20200225,3900288,음성, 78 , 74 
20200225,3900290,주덕, 69 , 69 
20200225,3900292,충주, 315 , 304 
20200225,3900295,삼탄, - , 1 
20200225,3900320,아산, 418 , 379 
20200225,3900322,온양온천, 392 , 375 
20200225,3900323,신창, 10 , 15 
20200225,3900324,도고온천, 21 , 19 
20200225,3900327,신례원, 80 , 78 
20200225,3900328,예산, 340 , 369 
20200225,3900330,삽교, 138 , 140 
20200225,3900332,홍성, 507 , 506 
20200225,3900334,광천, 104 , 116 
20200225,3900336,청소, 2 , 5 
20200225,3900338,대천, 474 , 427 
20200225,3900341,웅천, 83 , 78 
20200225,3900343,판교, 10 , 15 
20200225,3900345,서천, 117 , 122 
20200225,3900346,장항, 40 , 48 
20200225,3900348,군산, 138 , 141 
20200225,3900351,대야, 5 , 3 
20200225,3900361,행신, 643 , 647 
20200225,3900385,옥수, 12 , 23 
20200225,3900387,왕십리, 473 , 641 
20200225,3900388,청량리," 3,366 "," 3,492 "
20200225,3900423,퇴계원, 132 , 100 
20200225,3900424,사릉, 158 , 91 
20200225,3900426,평내호평," 1,324 "," 1,132 "
20200225,3900427,마석, 174 , 129 
20200225,3900429,청평, 43 , 38 
20200225,3900431,가평, 424 , 339 
20200225,3900433,백양리, 5 , 4 
20200225,3900434,강촌, 1 , - 
20200225,3900436,남춘천," 1,057 "," 1,008 "
20200225,3900437,춘천, 758 , 739 
20200225,3900507,옥산, 7 , 9 
20200225,3900508,청리, 2 , 2 
20200225,3900509,상주, 17 , 15 
20200225,3900512,함창, - , 2 
20200225,3900513,점촌, 19 , 22 
20200225,3900515,용궁, 1 , 1 
20200225,3900519,예천, 3 , 4 
20200225,3900538,극락강, 28 , 29 
20200225,3900539,광주, 219 , 249 
20200225,3900552,봉화, 4 , 6 
20200225,3900556,춘양, 4 , 4 
20200225,3900560,분천, 4 , 7 
20200225,3900562,승부, - , 1 
20200225,3900563,석포, 4 , 6 
20200225,3900565,철암, 5 , 6 
20200225,3900567,동백산, 17 , 11 
20200225,3900572,도계, 58 , 50 
20200225,3900576,신기, 4 , 4 
20200225,3900580,동해, 52 , 59 
20200225,3900581,묵호, 42 , 31 
20200225,3900585,정동진, 23 , 32 
20200225,3900587,강릉," 1,381 "," 1,268 "
20200225,3900601,쌍룡, 2 , 1 
20200225,3900604,영월, 62 , 63 
20200225,3900608,예미, 26 , 27 
20200225,3900611,민둥산, 14 , 11 
20200225,3900612,사북, 60 , 59 
20200225,3900613,고한, 54 , 52 
20200225,3900615,태백, 123 , 124 
20200225,3900621,부전, 385 , 364 
20200225,3900627,센텀, 160 , 129 
20200225,3900629,신해운대, 163 , 161 
